path,label,source,subclass,split
negative_clean/people_waiting_bus_stop/people_waiting_bus_stop_0015_18968345_6ec71369.png,0,negative_clean,people_waiting_bus_stop,train
negative_clean/city_street_view/city_street_view_0044_943081_0174d2e5.png,0,negative_clean,city_street_view,train
negative_clean/children_playing_playground_outdoor/children_playing_playground_outdoor_0022_5859828_d29faa52.png,0,negative_clean,children_playing_playground_outdoor,train
negative_clean/children_playing_playground_outdoor/children_playing_playground_outdoor_0019_35128487_4031ad22.png,0,negative_clean,children_playing_playground_outdoor,train
negative_clean/shoppers_walking_mall_interior/shoppers_walking_mall_interior_0003_33762983_4a35937f.png,0,negative_clean,shoppers_walking_mall_interior,train
negative_clean/people_portrait/people_portrait_0010_37666081_8fa6ae65.png,0,negative_clean,people_portrait,train
negative_clean/nature_landscape/nature_landscape_0015_28280296_d8172747.png,0,negative_clean,nature_landscape,train
negative_clean/people_working_out_gym_fitness/people_working_out_gym_fitness_0015_4058416_0a8f8e97.png,0,negative_clean,people_working_out_gym_fitness,train
negative_clean/food_photography/food_photography_0018_9001223_028c97e1.png,0,negative_clean,food_photography,train
negative_clean/friends_hiking_trail_outdoor/friends_hiking_trail_outdoor_0033_7625046_a41871ed.png,0,negative_clean,friends_hiking_trail_outdoor,train
negative_clean/farmers_market_crowd_shopping/farmers_market_crowd_shopping_0009_19943616_395d7273.png,0,negative_clean,farmers_market_crowd_shopping,train
negative_clean/people_working_out_gym_fitness/people_working_out_gym_fitness_0014_6339352_f9e0e67c.png,0,negative_clean,people_working_out_gym_fitness,train
negative_clean/live_concert_audience_crowd/live_concert_audience_crowd_0009_4218027_5b32e9c0.png,0,negative_clean,live_concert_audience_crowd,train
negative_clean/people_portrait/people_portrait_0032_35265525_67aef48e.png,0,negative_clean,people_portrait,train
negative_clean/hair_salon_stylist_client/hair_salon_stylist_client_0017_7755216_1808fb10.png,0,negative_clean,hair_salon_stylist_client,train
negative_clean/city_street_view/city_street_view_0007_17131944_ee390b6a.png,0,negative_clean,city_street_view,train
negative_clean/construction_workers_site_outdoor/construction_workers_site_outdoor_0028_8961031_ebe77b8f.png,0,negative_clean,construction_workers_site_outdoor,train
negative_clean/people_waiting_bus_stop/people_waiting_bus_stop_0012_19582963_5b1e4a7f.png,0,negative_clean,people_waiting_bus_stop,train
negative_clean/food_photography/food_photography_0021_11090830_b299f6b8.png,0,negative_clean,food_photography,train
negative_clean/people_commuting_subway_station/people_commuting_subway_station_0011_29210962_b9851655.png,0,negative_clean,people_commuting_subway_station,train
negative_clean/people_portrait/people_portrait_0026_18383046_0fa97a98.png,0,negative_clean,people_portrait,train
negative_clean/shoppers_walking_mall_interior/shoppers_walking_mall_interior_0018_36730387_6899b52b.png,0,negative_clean,shoppers_walking_mall_interior,train
