path,label,source,subclass,split
negative_noise/tv_streaming_menu_screen/tv_streaming_menu_screen_0021_30366457_768d9dc7.png,0,negative_noise,tv_streaming_menu_screen,train
negative_noise/smartphone_apps_home_screen/smartphone_apps_home_screen_0025_694424_8276ae79.png,0,negative_noise,smartphone_apps_home_screen,train
negative_noise/tv_streaming_menu_screen/tv_streaming_menu_screen_0002_35490407_e498f857.png,0,negative_noise,tv_streaming_menu_screen,train
negative_noise/smartphone_apps_home_screen/smartphone_apps_home_screen_0027_248528_8c4cb5fa.png,0,negative_noise,smartphone_apps_home_screen,train
negative_noise/product_packaging_text/product_packaging_text_0017_9227867_1a32582b.png,0,negative_noise,product_packaging_text,train
negative_noise/grocery_product_label/grocery_product_label_0019_7451952_65c627b5.png,0,negative_noise,grocery_product_label,train
negative_noise/product_packaging_text/product_packaging_text_0059_7203972_071e3b71.png,0,negative_noise,product_packaging_text,train
negative_noise/smartphone_apps_home_screen/smartphone_apps_home_screen_0008_7589525_5f93f50d.png,0,negative_noise,smartphone_apps_home_screen,train
negative_noise/product_packaging_text/product_packaging_text_0072_22809641_22c734e5.png,0,negative_noise,product_packaging_text,train
negative_noise/cosmetic_packaging_closeup/cosmetic_packaging_closeup_0024_27393248_c5caff48.png,0,negative_noise,cosmetic_packaging_closeup,train
negative_noise/product_packaging_text/product_packaging_text_0028_9594430_832be48a.png,0,negative_noise,product_packaging_text,train
negative_noise/tv_streaming_menu_screen/tv_streaming_menu_screen_0003_5202917_021f4e81.png,0,negative_noise,tv_streaming_menu_screen,train
negative_noise/product_packaging_text/product_packaging_text_0080_9227786_ac97f20a.png,0,negative_noise,product_packaging_text,train
negative_noise/product_packaging_text/product_packaging_text_0020_9898358_bf39a077.png,0,negative_noise,product_packaging_text,train
negative_noise/cosmetic_packaging_closeup/cosmetic_packaging_closeup_0008_26183409_39842c8b.png,0,negative_noise,cosmetic_packaging_closeup,train
negative_noise/cosmetic_packaging_closeup/cosmetic_packaging_closeup_0019_7256159_3324e7f4.png,0,negative_noise,cosmetic_packaging_closeup,train
negative_noise/product_packaging_text/product_packaging_text_0056_4440787_66f6f2a3.png,0,negative_noise,product_packaging_text,train
negative_noise/product_packaging_text/product_packaging_text_0007_32098277_9d98f856.png,0,negative_noise,product_packaging_text,train
negative_noise/grocery_product_label/grocery_product_label_0027_10907746_bbc33c8a.png,0,negative_noise,grocery_product_label,train
negative_noise/cosmetic_packaging_closeup/cosmetic_packaging_closeup_0011_7005938_8e6df8bf.png,0,negative_noise,cosmetic_packaging_closeup,train
negative_noise/grocery_product_label/grocery_product_label_0017_5498228_216fcc99.png,0,negative_noise,grocery_product_label,train
negative_noise/cosmetic_packaging_closeup/cosmetic_packaging_closeup_0017_8049838_3426a45f.png,0,negative_noise,cosmetic_packaging_closeup,train
negative_noise/product_packaging_text/product_packaging_text_0022_32897781_5ff475f1.png,0,negative_noise,product_packaging_text,train
negative_noise/product_packaging_text/product_packaging_text_0037_17312556_5bc8369f.png,0,negative_noise,product_packaging_text,train
